citation,title,doi,year,veg_system_id,region,growth_forms,disturbance_type,response_category,scale,scale_detail,var_Condition,var_Diversity,var_Growth,var_Phenology,var_Physiology,ci_U,ci_D,ci_SE,ci_SD,ci_SQ,ci_SR,ci_overall
"Urrutia-Jalabert, R., Barichivich, J., Szejner, P., Rozas, V., & Lara, A. (2023). Ecophysiological Responses of Nothofagus obliqua Forests to Recent Climate Drying Across the Mediterranean-Temperate Biome Transition in South-Central Chile. Journal of Geophysical Research: Biogeosciences, 128(4), e2022JG007293. https://doi.org/10.1029/2022JG007293", Ecophysiological Responses of Nothofagus obliqua Forests to Recent Climate Drying Across the Mediterranean-Temperate Biome Transition in South-Central Chile,10.1029/2022JG007293,2023,Southern beech forest,Central Chile,Trees,"Climatic variation, Drought",Growth,Species,Nothofagus obliqua,,,NL,,,6,8,3,6,4,1,14
"Vatandaşlar, C., Türkeş, M., Semerci, A., & Karahan, A. (2023). Analyzing climate-induced mortality of Taurus fir based on temporal forest management plans and climatic variations and droughts in the Central Mediterranean sub-region of Turkey. European Journal of Forest Research, 142(1), 61–89. https://doi.org/10.1007/s10342-022-01506-z",Analyzing climate-induced mortality of Taurus fir based on temporal forest management plans and climatic variations and droughts in the Central Mediterranean sub-region of Turkey,10.1007/s10342-022-01506-z,2023,Mixed forest,Mediterranean Basin,Trees,"Climatic variation, Drought",Growth,GrowthForm,Trees,,,D,,,6,7,3,4,5,1,13
"Vatandaşlar, C., Türkeş, M., Semerci, A., & Karahan, A. (2023). Analyzing climate-induced mortality of Taurus fir based on temporal forest management plans and climatic variations and droughts in the Central Mediterranean sub-region of Turkey. European Journal of Forest Research, 142(1), 61–89. https://doi.org/10.1007/s10342-022-01506-z",Analyzing climate-induced mortality of Taurus fir based on temporal forest management plans and climatic variations and droughts in the Central Mediterranean sub-region of Turkey,10.1007/s10342-022-01506-z,2023,Mixed forest,Mediterranean Basin,Trees,"Climatic variation, Drought",Growth,Ecosystem,VegType: forest,,,D,,,6,7,3,4,5,1,13
"Vatandaşlar, C., Türkeş, M., Semerci, A., & Karahan, A. (2023). Analyzing climate-induced mortality of Taurus fir based on temporal forest management plans and climatic variations and droughts in the Central Mediterranean sub-region of Turkey. European Journal of Forest Research, 142(1), 61–89. https://doi.org/10.1007/s10342-022-01506-z",Analyzing climate-induced mortality of Taurus fir based on temporal forest management plans and climatic variations and droughts in the Central Mediterranean sub-region of Turkey,10.1007/s10342-022-01506-z,2023,Mixed forest,Mediterranean Basin,Trees,"Climatic variation, Drought",Growth,Species,Abies cilicica,,,D,,,6,7,3,4,5,1,13
"Venegas-González, A., Juñent, F. R., Gutiérrez, A. G., & Filho, M. T. (2018). Recent radial growth decline in response to increased drought conditions in the northernmost Nothofagus populations from South America. Forest Ecology and Management, 409, 94–104. https://doi.org/10.1016/j.foreco.2017.11.006",Recent radial growth decline in response to increased drought conditions in the northernmost Nothofagus populations from South America,10.1016/j.foreco.2017.11.006,2018,N. macrocarpa forests from Mediterranean-type forests of central Chile (MFCC),Central Chile,Trees,"Climatic variation, Drought",Growth,GrowthForm,Trees,,,D,,,6,10,3,7,5,1,16
"Venegas-González, A., Juñent, F. R., Gutiérrez, A. G., & Filho, M. T. (2018). Recent radial growth decline in response to increased drought conditions in the northernmost Nothofagus populations from South America. Forest Ecology and Management, 409, 94–104. https://doi.org/10.1016/j.foreco.2017.11.006",Recent radial growth decline in response to increased drought conditions in the northernmost Nothofagus populations from South America,10.1016/j.foreco.2017.11.006,2018,N. macrocarpa forests from Mediterranean-type forests of central Chile (MFCC),Central Chile,Trees,"Climatic variation, Drought",Growth,Ecosystem,VegType: forest,,,D,,,6,10,3,7,5,1,16
"Venegas-González, A., Juñent, F. R., Gutiérrez, A. G., & Filho, M. T. (2018). Recent radial growth decline in response to increased drought conditions in the northernmost Nothofagus populations from South America. Forest Ecology and Management, 409, 94–104. https://doi.org/10.1016/j.foreco.2017.11.006",Recent radial growth decline in response to increased drought conditions in the northernmost Nothofagus populations from South America,10.1016/j.foreco.2017.11.006,2018,N. macrocarpa forests from Mediterranean-type forests of central Chile (MFCC),Central Chile,Trees,"Climatic variation, Drought",Growth,Species,Nothofagus macrocarpa,,,D,,,6,10,3,7,5,1,16
"Venegas-González, A., Roig, F. A., Peña-Rojas, K., Hadad, M. A., Aguilera-Betti, I., & Muñoz, A. A. (2019). Recent Consequences of Climate Change Have Affected Tree Growth in Distinct Nothofagus macrocarpa (DC.) FM Vaz & Rodr Age Classes in Central Chile. Forests, 10(8), Article 8. https://doi.org/c",Recent Consequences of Climate Change Have Affected Tree Growth in Distinct Nothofagus macrocarpa (DC.) FM Vaz & Rodr Age Classes in Central Chile,10.3390/f10080653,2019,Mediterranean deciduous forests of Central Chile (MDFC),Central Chile,Trees,Climatic variation,Growth,GrowthForm,Trees,,,"D, NL",,,9,9,6,7,4,1,18
"Venegas-González, A., Roig, F. A., Peña-Rojas, K., Hadad, M. A., Aguilera-Betti, I., & Muñoz, A. A. (2019). Recent Consequences of Climate Change Have Affected Tree Growth in Distinct Nothofagus macrocarpa (DC.) FM Vaz & Rodr Age Classes in Central Chile. Forests, 10(8), Article 8. https://doi.org/c",Recent Consequences of Climate Change Have Affected Tree Growth in Distinct Nothofagus macrocarpa (DC.) FM Vaz & Rodr Age Classes in Central Chile,10.3390/f10080653,2019,Mediterranean deciduous forests of Central Chile (MDFC),Central Chile,Trees,Climatic variation,Growth,Ecosystem,Community: Coastal,,,NL,,,9,9,6,7,4,1,18
"Venegas-González, A., Roig, F. A., Peña-Rojas, K., Hadad, M. A., Aguilera-Betti, I., & Muñoz, A. A. (2019). Recent Consequences of Climate Change Have Affected Tree Growth in Distinct Nothofagus macrocarpa (DC.) FM Vaz & Rodr Age Classes in Central Chile. Forests, 10(8), Article 8. https://doi.org/c",Recent Consequences of Climate Change Have Affected Tree Growth in Distinct Nothofagus macrocarpa (DC.) FM Vaz & Rodr Age Classes in Central Chile,10.3390/f10080653,2019,Mediterranean deciduous forests of Central Chile (MDFC),Central Chile,Trees,Climatic variation,Growth,Ecosystem,Community: Andes,,,NL,,,9,9,6,7,4,1,18
"Venegas-González, A., Roig, F. A., Peña-Rojas, K., Hadad, M. A., Aguilera-Betti, I., & Muñoz, A. A. (2019). Recent Consequences of Climate Change Have Affected Tree Growth in Distinct Nothofagus macrocarpa (DC.) FM Vaz & Rodr Age Classes in Central Chile. Forests, 10(8), Article 8. https://doi.org/c",Recent Consequences of Climate Change Have Affected Tree Growth in Distinct Nothofagus macrocarpa (DC.) FM Vaz & Rodr Age Classes in Central Chile,10.3390/f10080653,2019,Mediterranean deciduous forests of Central Chile (MDFC),Central Chile,Trees,Climatic variation,Growth,Ecosystem,Community: highest,,,NL,,,9,9,6,7,4,1,18
"Venegas-González, A., Roig, F. A., Peña-Rojas, K., Hadad, M. A., Aguilera-Betti, I., & Muñoz, A. A. (2019). Recent Consequences of Climate Change Have Affected Tree Growth in Distinct Nothofagus macrocarpa (DC.) FM Vaz & Rodr Age Classes in Central Chile. Forests, 10(8), Article 8. https://doi.org/c",Recent Consequences of Climate Change Have Affected Tree Growth in Distinct Nothofagus macrocarpa (DC.) FM Vaz & Rodr Age Classes in Central Chile,10.3390/f10080653,2019,Mediterranean deciduous forests of Central Chile (MDFC),Central Chile,Trees,Climatic variation,Growth,Species,Nothofagus macrocarpa,,,"D, NL",,,9,9,6,7,4,1,18
"Versace, S., Gianelle, D., Garfì, V., Battipaglia, G., Lombardi, F., Marchetti, M., & Tognetti, R. (2020). Interannual radial growth sensitivity to climatic variations and extreme events in mixed-species and pure forest stands of silver fir and European beech in the Italian Peninsula. European Journal of Forest Research, 139(4), 627–645. https://doi.org/10.1007/s10342-020-01274-8",Interannual radial growth sensitivity to climatic variations and extreme events in mixed-species and pure forest stands of silver fir and European beech in the Italian Peninsula,10.1007/s10342-020-01274-8,2020,Fagus–Abies mixed forest,Mediterranean Basin,Trees,Climatic variation,Growth,GrowthForm,Trees,,,NL,,,8,8,5,6,4,1,16
"Versace, S., Gianelle, D., Garfì, V., Battipaglia, G., Lombardi, F., Marchetti, M., & Tognetti, R. (2020). Interannual radial growth sensitivity to climatic variations and extreme events in mixed-species and pure forest stands of silver fir and European beech in the Italian Peninsula. European Journal of Forest Research, 139(4), 627–645. https://doi.org/10.1007/s10342-020-01274-8",Interannual radial growth sensitivity to climatic variations and extreme events in mixed-species and pure forest stands of silver fir and European beech in the Italian Peninsula,10.1007/s10342-020-01274-8,2020,Fagus–Abies mixed forest,Mediterranean Basin,Trees,Climatic variation,Growth,Ecosystem,Community: pure stand,,,NL,,,8,8,5,6,4,1,16
"Versace, S., Gianelle, D., Garfì, V., Battipaglia, G., Lombardi, F., Marchetti, M., & Tognetti, R. (2020). Interannual radial growth sensitivity to climatic variations and extreme events in mixed-species and pure forest stands of silver fir and European beech in the Italian Peninsula. European Journal of Forest Research, 139(4), 627–645. https://doi.org/10.1007/s10342-020-01274-8",Interannual radial growth sensitivity to climatic variations and extreme events in mixed-species and pure forest stands of silver fir and European beech in the Italian Peninsula,10.1007/s10342-020-01274-8,2020,Fagus–Abies mixed forest,Mediterranean Basin,Trees,Climatic variation,Growth,Ecosystem,Community: mixed stand,,,NL,,,8,8,5,6,4,1,16
"Versace, S., Gianelle, D., Garfì, V., Battipaglia, G., Lombardi, F., Marchetti, M., & Tognetti, R. (2020). Interannual radial growth sensitivity to climatic variations and extreme events in mixed-species and pure forest stands of silver fir and European beech in the Italian Peninsula. European Journal of Forest Research, 139(4), 627–645. https://doi.org/10.1007/s10342-020-01274-8",Interannual radial growth sensitivity to climatic variations and extreme events in mixed-species and pure forest stands of silver fir and European beech in the Italian Peninsula,10.1007/s10342-020-01274-8,2020,Fagus–Abies mixed forest,Mediterranean Basin,Trees,Climatic variation,Growth,Species,Abies alba,,,NL,,,8,8,5,6,4,1,16
"Versace, S., Gianelle, D., Garfì, V., Battipaglia, G., Lombardi, F., Marchetti, M., & Tognetti, R. (2020). Interannual radial growth sensitivity to climatic variations and extreme events in mixed-species and pure forest stands of silver fir and European beech in the Italian Peninsula. European Journal of Forest Research, 139(4), 627–645. https://doi.org/10.1007/s10342-020-01274-8",Interannual radial growth sensitivity to climatic variations and extreme events in mixed-species and pure forest stands of silver fir and European beech in the Italian Peninsula,10.1007/s10342-020-01274-8,2020,Fagus–Abies mixed forest,Mediterranean Basin,Trees,Climatic variation,Growth,Species,Fagus sylvatica,,,NL,,,8,8,5,6,4,1,16
"Vicente-Serrano, S. M., Zouber, A., Lasanta, T., & Pueyo, Y. (2012). Dryness is accelerating degradation of vulnerable shrublands in semiarid Mediterranean environments. Ecological Monographs, 82(4), 407–428. https://doi.org/10.1890/11-2164.1",Dryness is accelerating degradation of vulnerable shrublands in semiarid Mediterranean environments,10.1890/11-2164.1,2012,Gypsophilic shrubland,Mediterranean Basin,Shrubs,"Climatic variation, Drought",Growth,GrowthForm,Shrubs,,,"D, I",,,7,7,4,3,6,1,14
"Vicente-Serrano, S. M., Zouber, A., Lasanta, T., & Pueyo, Y. (2012). Dryness is accelerating degradation of vulnerable shrublands in semiarid Mediterranean environments. Ecological Monographs, 82(4), 407–428. https://doi.org/10.1890/11-2164.1",Dryness is accelerating degradation of vulnerable shrublands in semiarid Mediterranean environments,10.1890/11-2164.1,2012,Gypsophilic shrubland,Mediterranean Basin,Shrubs,"Climatic variation, Drought",Growth,Ecosystem,VegType: shrubland,,,"D, I",,,7,7,4,3,6,1,14
"Walden, L. L., Fontaine, J. B., Ruthrof, K. X., Matusick, G., Harper, R. J., & Hardy, G. E. St. J. (2019). Carbon consequences of drought differ in forests that resprout. Global Change Biology, 25(5), 1653–1664. https://doi.org/10.1111/gcb.14589",Carbon consequences of drought differ in forests that resprout,10.1111/gcb.14589,2019,"Northern Jarrah Forest (NJF), dry sclerophyll forest",South and/or Southwestern Australia,Trees,Drought,"Condition, Growth",GrowthForm,Trees,D,,"D, I",,,4,5,4,2,3,0,9
"Walden, L. L., Fontaine, J. B., Ruthrof, K. X., Matusick, G., Harper, R. J., & Hardy, G. E. St. J. (2019). Carbon consequences of drought differ in forests that resprout. Global Change Biology, 25(5), 1653–1664. https://doi.org/10.1111/gcb.14589",Carbon consequences of drought differ in forests that resprout,10.1111/gcb.14589,2019,"Northern Jarrah Forest (NJF), dry sclerophyll forest",South and/or Southwestern Australia,Trees,Drought,"Condition, Growth",Ecosystem,VegType: forest,D,,"D, I",,,4,5,4,2,3,0,9
"Walden, L., Fontaine, J. B., Ruthrof, K. X., Matusick, G., & Harper, R. J. (2023). Drought then wildfire reveals a compound disturbance in a resprouting forest. Ecological Applications, 33(2), e2775. https://doi.org/10.1002/eap.2775",Drought then wildfire reveals a compound disturbance in a resprouting forest,10.1002/eap.2775,2023,Dry sclerophyll forest,South and/or Southwestern Australia,Trees,"Drought, Fire","Condition, Growth",GrowthForm,Trees,D,,D,,,6,4,4,1,5,0,10
"Walden, L., Fontaine, J. B., Ruthrof, K. X., Matusick, G., & Harper, R. J. (2023). Drought then wildfire reveals a compound disturbance in a resprouting forest. Ecological Applications, 33(2), e2775. https://doi.org/10.1002/eap.2775",Drought then wildfire reveals a compound disturbance in a resprouting forest,10.1002/eap.2775,2023,Dry sclerophyll forest,South and/or Southwestern Australia,Trees,"Drought, Fire","Condition, Growth",Ecosystem,VegType: forest,D,,D,,,6,4,4,1,5,0,10
"Walden, L., Fontaine, J. B., Ruthrof, K. X., Matusick, G., & Harper, R. J. (2023). Drought then wildfire reveals a compound disturbance in a resprouting forest. Ecological Applications, 33(2), e2775. https://doi.org/10.1002/eap.2775",Drought then wildfire reveals a compound disturbance in a resprouting forest,10.1002/eap.2775,2023,Dry sclerophyll forest,South and/or Southwestern Australia,Trees,"Drought, Fire","Condition, Growth",Species,Eucalyptus marginata,D,,"D, I",,,6,4,4,1,5,0,10
"Walden, L., Fontaine, J. B., Ruthrof, K. X., Matusick, G., & Harper, R. J. (2023). Drought then wildfire reveals a compound disturbance in a resprouting forest. Ecological Applications, 33(2), e2775. https://doi.org/10.1002/eap.2775",Drought then wildfire reveals a compound disturbance in a resprouting forest,10.1002/eap.2775,2023,Dry sclerophyll forest,South and/or Southwestern Australia,Trees,"Drought, Fire","Condition, Growth",Species,Corymbia calophylla,D,,"D, I",,,6,4,4,1,5,0,10
"Werner, C. M., Harrison, S. P., Safford, H. D., Bohlman, G. N., & Serata, R. (2022). Extreme pre-fire drought decreases shrub regeneration on fertile soils. Ecological Applications, 32(1), e02464. https://doi.org/10.1002/eap.2464",Extreme pre-fire drought decreases shrub regeneration on fertile soils,10.1002/eap.2464,2022,Chaparral (serpentine and sandstone),"California, USA",Shrubs,"Drought, Fire","Condition, Diversity, Growth",GrowthForm,Shrubs,D,D,"D, NL",,,7,7,6,3,5,0,14
